series_id	seasonal	category_code	subcategory_code	item_code	demographics_code	characteristics_code	process_code	series_title	footnote_codes	begin_year	begin_period	end_year	end_period
CXU980030LB1004M              	U	CUCHARS	TITLECU	980030	LB10	04	M	Number of Earners by Hispanic Origin: Not Hispanic or Latino: White and All Other Races	          	2003	A01	2016	A01
CXU980030LB1005M              	U	CUCHARS	TITLECU	980030	LB10	05	M	Number of Earners by Hispanic Origin: Not Hispanic or Latino: Black or African-American	          	2003	A01	2016	A01
CXU980030LB1101M              	U	CUCHARS	TITLECU	980030	LB11	01	M	Number of Earners by Census Region: All Consumer Units	          	1984	A01	2016	A01
CXU980030LB1102M              	U	CUCHARS	TITLECU	980030	LB11	02	M	Number of Earners by Census Region: Region of residence: northeast	          	1984	A01	2016	A01
CXU980030LB1103M              	U	CUCHARS	TITLECU	980030	LB11	03	M	Number of Earners by Census Region: Region of residence: midwest	          	1984	A01	2016	A01
CXU980030LB1104M              	U	CUCHARS	TITLECU	980030	LB11	04	M	Number of Earners by Census Region: Region of residence: south	          	1984	A01	2016	A01
CXU980030LB1105M              	U	CUCHARS	TITLECU	980030	LB11	05	M	Number of Earners by Census Region: Region of residence: west	          	1984	A01	2016	A01
CXU980030LB1201M              	U	CUCHARS	TITLECU	980030	LB12	01	M	Number of Earners by Occupation: All Consumer Units	          	1984	A01	2016	A01
CXU980030LB1202M              	U	CUCHARS	TITLECU	980030	LB12	02	M	Number of Earners by Occupation: Self-employed workers	          	1984	A01	2016	A01
CXU980030LB1203M              	U	CUCHARS	TITLECU	980030	LB12	03	M	Number of Earners by Occupation: Total wage and salary earners	          	1984	A01	2016	A01
CXU980030LB1204M              	U	CUCHARS	TITLECU	980030	LB12	04	M	Number of Earners by Occupation: Wage & salary earners: managers and professionals	          	1984	A01	2016	A01
CXU980030LB1205M              	U	CUCHARS	TITLECU	980030	LB12	05	M	Number of Earners by Occupation: Wage & salary: tech., sales, and clerical workers	          	1984	A01	2016	A01
CXU980030LB1206M              	U	CUCHARS	TITLECU	980030	LB12	06	M	Number of Earners by Occupation: Wage & salary earners: service workers	          	1984	A01	2016	A01
CXU980030LB1207M              	U	CUCHARS	TITLECU	980030	LB12	07	M	Number of Earners by Occupation: Wage & salary: construction workers & mechanics	          	1984	A01	2016	A01
CXU980030LB1208M              	U	CUCHARS	TITLECU	980030	LB12	08	M	Number of Earners by Occupation: Wage & salary: Operators, fabricators & laborers	          	1984	A01	2016	A01
CXU980030LB1209M              	U	CUCHARS	TITLECU	980030	LB12	09	M	Number of Earners by Occupation: Retired	          	1984	A01	2016	A01
CXU980030LB1210M              	U	CUCHARS	TITLECU	980030	LB12	10	M	Number of Earners by Occupation: Occupation: all other, including not reporting	          	1984	A01	2016	A01
CXU980030LB1301M              	U	CUCHARS	TITLECU	980030	LB13	01	M	Number of Earners by Education: All Consumer Units	          	1984	A01	2012	A01
CXU980030LB1302M              	U	CUCHARS	TITLECU	980030	LB13	02	M	Number of Earners by Education: Total, less than college graduate	          	1996	A01	2012	A01
CXU980030LB1303M              	U	CUCHARS	TITLECU	980030	LB13	03	M	Number of Earners by Education: Less than high school graduate	          	1995	A01	2012	A01
CXU980030LB1304M              	U	CUCHARS	TITLECU	980030	LB13	04	M	Number of Earners by Education: High school graduate	          	1995	A01	2012	A01
CXU980030LB1305M              	U	CUCHARS	TITLECU	980030	LB13	05	M	Number of Earners by Education: High school graduate with some college	          	1995	A01	2012	A01
CXU980030LB1306M              	U	CUCHARS	TITLECU	980030	LB13	06	M	Number of Earners by Education: Associate degree	          	1996	A01	2012	A01
CXU980030LB1307M              	U	CUCHARS	TITLECU	980030	LB13	07	M	Number of Earners by Education: Total, college graduate	          	1995	A01	2012	A01
CXU980030LB1308M              	U	CUCHARS	TITLECU	980030	LB13	08	M	Number of Earners by Education: Bachelor's degree	          	1996	A01	2012	A01
CXU980030LB1309M              	U	CUCHARS	TITLECU	980030	LB13	09	M	Number of Earners by Education: Master's, professional, doctorate	          	1996	A01	2012	A01
CXU980030LB1401M              	U	CUCHARS	TITLECU	980030	LB14	01	M	Number of Earners by Highest Education: All Consumer Units	          	2012	A01	2016	A01
CXU980030LB1402M              	U	CUCHARS	TITLECU	980030	LB14	02	M	Number of Earners by Highest Education: Less than college graduate: Total	          	2012	A01	2016	A01
CXU980030LB1403M              	U	CUCHARS	TITLECU	980030	LB14	03	M	Number of Earners by Highest Education: Less than college graduate: Less than high school graduate	          	2012	A01	2016	A01
CXU980030LB1404M              	U	CUCHARS	TITLECU	980030	LB14	04	M	Number of Earners by Highest Education: Less than college graduate: High school graduate	          	2012	A01	2016	A01
CXU980030LB1405M              	U	CUCHARS	TITLECU	980030	LB14	05	M	Number of Earners by Highest Education: Less than college graduate: High schoo graduate with some college	          	2012	A01	2016	A01
CXU980030LB1406M              	U	CUCHARS	TITLECU	980030	LB14	06	M	Number of Earners by Highest Education: Less than college graduate: Associate's degree	          	2012	A01	2016	A01
CXU980030LB1407M              	U	CUCHARS	TITLECU	980030	LB14	07	M	Number of Earners by Highest Education: College graduate: Total	          	2012	A01	2016	A01
CXU980030LB1408M              	U	CUCHARS	TITLECU	980030	LB14	08	M	Number of Earners by Highest Education: College graduate: Bachelor's degree	          	2012	A01	2016	A01
CXU980030LB1409M              	U	CUCHARS	TITLECU	980030	LB14	09	M	Number of Earners by Highest Education: College graduate: Master's, professional, doctoral degree	          	2012	A01	2016	A01
CXU980030LB1501M              	U	CUCHARS	TITLECU	980030	LB15	01	M	Number of Earners by Income Deciles: All consumer units	          	2015	A01	2016	A01
CXU980030LB1502M              	U	CUCHARS	TITLECU	980030	LB15	02	M	Number of Earners by Income Deciles: Lowest 10 percent	          	2015	A01	2016	A01
CXU980030LB1503M              	U	CUCHARS	TITLECU	980030	LB15	03	M	Number of Earners by Income Deciles: Second 10 percent	          	2015	A01	2016	A01
CXU980030LB1504M              	U	CUCHARS	TITLECU	980030	LB15	04	M	Number of Earners by Income Deciles: Third 10 percent	          	2015	A01	2016	A01
CXU980030LB1505M              	U	CUCHARS	TITLECU	980030	LB15	05	M	Number of Earners by Income Deciles: Fourth 10 percent	          	2015	A01	2016	A01
CXU980030LB1506M              	U	CUCHARS	TITLECU	980030	LB15	06	M	Number of Earners by Income Deciles: Fifth 10 percent	          	2015	A01	2016	A01
CXU980030LB1507M              	U	CUCHARS	TITLECU	980030	LB15	07	M	Number of Earners by Income Deciles: Sixth 10 percent	          	2015	A01	2016	A01
CXU980030LB1508M              	U	CUCHARS	TITLECU	980030	LB15	08	M	Number of Earners by Income Deciles: Seventh 10 percent	          	2015	A01	2016	A01
CXU980030LB1509M              	U	CUCHARS	TITLECU	980030	LB15	09	M	Number of Earners by Income Deciles: Eighth 10 percent	          	2015	A01	2016	A01
CXU980030LB1510M              	U	CUCHARS	TITLECU	980030	LB15	10	M	Number of Earners by Income Deciles: Ninth 10 percent	          	2015	A01	2016	A01
CXU980030LB1511M              	U	CUCHARS	TITLECU	980030	LB15	11	M	Number of Earners by Income Deciles: Highest 10 percent	          	2015	A01	2016	A01
CXU980050LB0101M              	U	CUCHARS	TITLECU	980050	LB01	01	M	Number of Children under 18 by Income Quintiles: All Consumer Units	          	1984	A01	2016	A01
CXU980050LB0102M              	U	CUCHARS	TITLECU	980050	LB01	02	M	Number of Children under 18 by Income Quintiles: Lowest 20 percent income quintile	          	1984	A01	2016	A01
CXU980050LB0103M              	U	CUCHARS	TITLECU	980050	LB01	03	M	Number of Children under 18 by Income Quintiles: Second 20 percent income quintile	          	1984	A01	2016	A01
CXU980050LB0104M              	U	CUCHARS	TITLECU	980050	LB01	04	M	Number of Children under 18 by Income Quintiles: Third 20 percent income quintile	          	1984	A01	2016	A01
CXU980050LB0105M              	U	CUCHARS	TITLECU	980050	LB01	05	M	Number of Children under 18 by Income Quintiles: Fourth 20 percent income quintile	          	1984	A01	2016	A01
CXU980050LB0106M              	U	CUCHARS	TITLECU	980050	LB01	06	M	Number of Children under 18 by Income Quintiles: Highest 20 percent income quintile	          	1984	A01	2016	A01
CXU980050LB01A1M              	U	CUCHARS	TITLECU	980050	LB01	A1	M	Number of Children under 18 by Income Quintiles: Total complete income reporters	          	1984	A01	2003	A01
CXU980050LB01A2M              	U	CUCHARS	TITLECU	980050	LB01	A2	M	Number of Children under 18 by Income Quintiles: Incomplete income reports	          	1984	A01	2003	A01
CXU980050LB0201M              	U	CUCHARS	TITLECU	980050	LB02	01	M	Number of Children under 18 by Income Range: All Consumer Units	          	1984	A01	2016	A01
CXU980050LB0202M              	U	CUCHARS	TITLECU	980050	LB02	02	M	Number of Children under 18 by Income Range: Before tax income of less than $5,000	          	1984	A01	2015	A01
CXU980050LB0203M              	U	CUCHARS	TITLECU	980050	LB02	03	M	Number of Children under 18 by Income Range: $5,000 to $9,999 before tax income	          	1984	A01	2015	A01
CXU980050LB0204M              	U	CUCHARS	TITLECU	980050	LB02	04	M	Number of Children under 18 by Income Range: $10,000 to $14,999 before tax income	          	1984	A01	2015	A01
CXU980050LB0205M              	U	CUCHARS	TITLECU	980050	LB02	05	M	Number of Children under 18 by Income Range: $15,000 to $19,999 before tax income	          	1984	A01	2015	A01
CXU980050LB0206M              	U	CUCHARS	TITLECU	980050	LB02	06	M	Number of Children under 18 by Income Range: $20,000 to $29,999 before tax income	          	1984	A01	2015	A01
CXU980050LB0207M              	U	CUCHARS	TITLECU	980050	LB02	07	M	Number of Children under 18 by Income Range: $30,000 to $39,999 before tax income	          	1984	A01	2016	A01
CXU980050LB0208M              	U	CUCHARS	TITLECU	980050	LB02	08	M	Number of Children under 18 by Income Range: $40,000 to $49,999 before tax income	          	1984	A01	2016	A01
CXU980050LB0209M              	U	CUCHARS	TITLECU	980050	LB02	09	M	Number of Children under 18 by Income Range: $50,000 to $69,999 before tax income	          	1992	A01	2016	A01
CXU980050LB0210M              	U	CUCHARS	TITLECU	980050	LB02	10	M	Number of Children under 18 by Income Range: Before tax income of $70,000 and over	          	1992	A01	2015	A01
CXU980050LB0211M              	U	CUCHARS	TITLECU	980050	LB02	11	M	Number of Children under 18 by Income Range: Before tax income of less than $70,000(from 2003)	          	2003	A01	2015	A01
CXU980050LB0212M              	U	CUCHARS	TITLECU	980050	LB02	12	M	Number of Children under 18 by Income Range: $70,000 to $79,999 before tax income(from 2003)	          	2003	A01	2015	A01
CXU980050LB0213M              	U	CUCHARS	TITLECU	980050	LB02	13	M	Number of Children under 18 by Income Range: $80,000 to $99,999 before tax income(from 2003)	          	2003	A01	2015	A01
CXU980050LB0214M              	U	CUCHARS	TITLECU	980050	LB02	14	M	Number of Children under 18 by Income Range: Before tax income of $100,000 and over(from 2003)	          	2003	A01	2015	A01
CXU980050LB0215M              	U	CUCHARS	TITLECU	980050	LB02	15	M	Number of Children under 18 by Income Range: $100,000 to $119,999 before tax income(from 2003)	          	2003	A01	2015	A01
CXU980050LB0216M              	U	CUCHARS	TITLECU	980050	LB02	16	M	Number of Children under 18 by Income Range: $120,000 to $149,999 before tax income(from 2003)	          	2003	A01	2015	A01
CXU980050LB0217M              	U	CUCHARS	TITLECU	980050	LB02	17	M	Number of Children under 18 by Income Range: Before tax income of $150,000 and over(from 2003)	          	2003	A01	2015	A01
CXU980050LB0218M              	U	CUCHARS	TITLECU	980050	LB02	18	M	Number of Children under 18 by Income Range: Less than $15,000	          	2016	A01	2016	A01
CXU980050LB0219M              	U	CUCHARS	TITLECU	980050	LB02	19	M	Number of Children under 18 by Income Range: $15,000 to $29,999	          	2016	A01	2016	A01
CXU980050LB0220M              	U	CUCHARS	TITLECU	980050	LB02	20	M	Number of Children under 18 by Income Range: $70,000 to $99,999	          	2016	A01	2016	A01
CXU980050LB0221M              	U	CUCHARS	TITLECU	980050	LB02	21	M	Number of Children under 18 by Income Range: $100,000 to $149,999	          	2016	A01	2016	A01
CXU980050LB0222M              	U	CUCHARS	TITLECU	980050	LB02	22	M	Number of Children under 18 by Income Range: $150,000 to $199,999	          	2016	A01	2016	A01
CXU980050LB0223M              	U	CUCHARS	TITLECU	980050	LB02	23	M	Number of Children under 18 by Income Range: $200,000 and more	          	2016	A01	2016	A01
CXU980050LB02A1M              	U	CUCHARS	TITLECU	980050	LB02	A1	M	Number of Children under 18 by Income Range: Before tax income of $50,000 and over	          	1984	A01	1991	A01
CXU980050LB02A2M              	U	CUCHARS	TITLECU	980050	LB02	A2	M	Number of Children under 18 by Income Range: Total complete income reporters	          	1984	A01	2003	A01
CXU980050LB0401M              	U	CUCHARS	TITLECU	980050	LB04	01	M	Number of Children under 18 by Age: All Consumer Units	          	1984	A01	2016	A01
CXU980050LB0402M              	U	CUCHARS	TITLECU	980050	LB04	02	M	Number of Children under 18 by Age: Reference person under age 25	          	1984	A01	2016	A01
CXU980050LB0403M              	U	CUCHARS	TITLECU	980050	LB04	03	M	Number of Children under 18 by Age: Reference person between age 25 and 34	          	1984	A01	2016	A01
CXU980050LB0404M              	U	CUCHARS	TITLECU	980050	LB04	04	M	Number of Children under 18 by Age: Reference person between age 35 and 44	          	1984	A01	2016	A01
CXU980050LB0405M              	U	CUCHARS	TITLECU	980050	LB04	05	M	Number of Children under 18 by Age: Reference person between age 45 and 54	          	1984	A01	2016	A01
CXU980050LB0406M              	U	CUCHARS	TITLECU	980050	LB04	06	M	Number of Children under 18 by Age: Reference person between age 55 and 64	          	1984	A01	2016	A01
CXU980050LB0407M              	U	CUCHARS	TITLECU	980050	LB04	07	M	Number of Children under 18 by Age: Reference person over age 65	          	1988	A01	2016	A01
CXU980050LB0408M              	U	CUCHARS	TITLECU	980050	LB04	08	M	Number of Children under 18 by Age: Reference person between age 65 and 74	          	1984	A01	2016	A01
CXU980050LB0409M              	U	CUCHARS	TITLECU	980050	LB04	09	M	Number of Children under 18 by Age: Reference person over the age of 75	          	1984	A01	2016	A01
CXU980050LB0501M              	U	CUCHARS	TITLECU	980050	LB05	01	M	Number of Children under 18 by Size of consumer unit: All Consumer Units	          	1984	A01	2016	A01
CXU980050LB0502M              	U	CUCHARS	TITLECU	980050	LB05	02	M	Number of Children under 18 by Size of consumer unit: One person consumer unit	          	1984	A01	2016	A01
CXU980050LB0503M              	U	CUCHARS	TITLECU	980050	LB05	03	M	Number of Children under 18 by Size of consumer unit: Two or more people in consumer unit	          	1988	A01	2016	A01
CXU980050LB0504M              	U	CUCHARS	TITLECU	980050	LB05	04	M	Number of Children under 18 by Size of consumer unit: Two people in consumer unit	          	1984	A01	2016	A01
CXU980050LB0505M              	U	CUCHARS	TITLECU	980050	LB05	05	M	Number of Children under 18 by Size of consumer unit: Three people in consumer unit	          	1984	A01	2016	A01
CXU980050LB0506M              	U	CUCHARS	TITLECU	980050	LB05	06	M	Number of Children under 18 by Size of consumer unit: Four people in consumer unit	          	1984	A01	2016	A01
CXU980050LB0507M              	U	CUCHARS	TITLECU	980050	LB05	07	M	Number of Children under 18 by Size of consumer unit: Five or more people in consumer unit	          	1988	A01	2016	A01
CXU980050LB05A1M              	U	CUCHARS	TITLECU	980050	LB05	A1	M	Number of Children under 18 by Size of consumer unit: Five people in consumer unit	          	1984	A01	1987	A01
CXU980050LB05A2M              	U	CUCHARS	TITLECU	980050	LB05	A2	M	Number of Children under 18 by Size of consumer unit: Six or more people in consumer unit	          	1984	A01	1987	A01
CXU980050LB0601M              	U	CUCHARS	TITLECU	980050	LB06	01	M	Number of Children under 18 by Composition of consumer unit: All Consumer Units	          	1984	A01	2016	A01
CXU980050LB0602M              	U	CUCHARS	TITLECU	980050	LB06	02	M	Number of Children under 18 by Composition of consumer unit: Total married couple consumer units	          	1984	A01	2016	A01
CXU980050LB0603M              	U	CUCHARS	TITLECU	980050	LB06	03	M	Number of Children under 18 by Composition of consumer unit: Married couple only consumer units	          	1984	A01	2016	A01
CXU980050LB0604M              	U	CUCHARS	TITLECU	980050	LB06	04	M	Number of Children under 18 by Composition of consumer unit: Total married couple with children cons. units	          	1988	A01	2016	A01
CXU980050LB0605M              	U	CUCHARS	TITLECU	980050	LB06	05	M	Number of Children under 18 by Composition of consumer unit: Married couple w/ children, oldest child under 6	          	1984	A01	2016	A01
CXU980050LB0606M              	U	CUCHARS	TITLECU	980050	LB06	06	M	Number of Children under 18 by Composition of consumer unit: Married couple w/ children, oldest child 6 to 17	          	1984	A01	2016	A01
CXU980050LB0607M              	U	CUCHARS	TITLECU	980050	LB06	07	M	Number of Children under 18 by Composition of consumer unit: Married couple w/ children, old. child 18 or over	          	1984	A01	2016	A01
CXU980050LB0608M              	U	CUCHARS	TITLECU	980050	LB06	08	M	Number of Children under 18 by Composition of consumer unit: Other married couple consumer units	          	1984	A01	2016	A01
CXU980050LB0609M              	U	CUCHARS	TITLECU	980050	LB06	09	M	Number of Children under 18 by Composition of consumer unit: One parent, at least one child under 18	          	1984	A01	2016	A01
CXU980050LB0610M              	U	CUCHARS	TITLECU	980050	LB06	10	M	Number of Children under 18 by Composition of consumer unit: Single person and other consumer units	          	1984	A01	2016	A01
CXU980050LB0701M              	U	CUCHARS	TITLECU	980050	LB07	01	M	Number of Children under 18 by Number of Earners: All Consumer Units	          	1984	A01	2016	A01
CXU980050LB0702M              	U	CUCHARS	TITLECU	980050	LB07	02	M	Number of Children under 18 by Number of Earners: Single Consumers, no earner	          	1984	A01	2016	A01
CXU980050LB0703M              	U	CUCHARS	TITLECU	980050	LB07	03	M	Number of Children under 18 by Number of Earners: Single Consumers, one earner	          	1984	A01	2016	A01
CXU980050LB0704M              	U	CUCHARS	TITLECU	980050	LB07	04	M	Number of Children under 18 by Number of Earners: Consumer units of two or more people, no earners	          	1984	A01	2016	A01
CXU980050LB0705M              	U	CUCHARS	TITLECU	980050	LB07	05	M	Number of Children under 18 by Number of Earners: CUs of two or more people, one earner	          	1984	A01	2016	A01
CXU980050LB0706M              	U	CUCHARS	TITLECU	980050	LB07	06	M	Number of Children under 18 by Number of Earners: CUs of two or more people, two earners	          	1984	A01	2016	A01
CXU980050LB0707M              	U	CUCHARS	TITLECU	980050	LB07	07	M	Number of Children under 18 by Number of Earners: CUs of two or more people, three or more earners	          	1984	A01	2016	A01
CXU980050LB0801M              	U	CUCHARS	TITLECU	980050	LB08	01	M	Number of Children under 18 by Housing Tenure & Type of Area: All Consumer Units	          	1984	A01	2016	A01
CXU980050LB0802M              	U	CUCHARS	TITLECU	980050	LB08	02	M	Number of Children under 18 by Housing Tenure & Type of Area: Housing tenure: home owner	          	1984	A01	2016	A01
CXU980050LB0803M              	U	CUCHARS	TITLECU	980050	LB08	03	M	Number of Children under 18 by Housing Tenure & Type of Area: Housing tenure: homeowner with mortgage(from 2003)	          	2003	A01	2016	A01
CXU980050LB0804M              	U	CUCHARS	TITLECU	980050	LB08	04	M	Number of Children under 18 by Housing Tenure & Type of Area: Housing tenure: homeowner w/o mortgage(from 2003)	          	2003	A01	2016	A01
CXU980050LB0805M              	U	CUCHARS	TITLECU	980050	LB08	05	M	Number of Children under 18 by Housing Tenure & Type of Area: Housing tenure: renter	          	1984	A01	2016	A01
CXU980050LB0806M              	U	CUCHARS	TITLECU	980050	LB08	06	M	Number of Children under 18 by Housing Tenure & Type of Area: Type of area: urban	          	1984	A01	2016	A01
CXU980050LB0807M              	U	CUCHARS	TITLECU	980050	LB08	07	M	Number of Children under 18 by Housing Tenure & Type of Area: Type of area: urban: central city(from 2003)	          	2003	A01	2016	A01
CXU980050LB0808M              	U	CUCHARS	TITLECU	980050	LB08	08	M	Number of Children under 18 by Housing Tenure & Type of Area: Type of area: urban: other urban(from 2003)	          	2003	A01	2016	A01
CXU980050LB0809M              	U	CUCHARS	TITLECU	980050	LB08	09	M	Number of Children under 18 by Housing Tenure & Type of Area: Type of area: rural	          	1984	A01	2016	A01
CXU980050LB0901M              	U	CUCHARS	TITLECU	980050	LB09	01	M	Number of Children under 18 by Race: All Consumer Units	          	1984	A01	2016	A01
CXU980050LB0902M              	U	CUCHARS	TITLECU	980050	LB09	02	M	Number of Children under 18 by Race: Race of ref. person: White, Asian, and All Others	          	1984	A01	2016	A01
CXU980050LB0903M              	U	CUCHARS	TITLECU	980050	LB09	03	M	Number of Children under 18 by Race: Race of rf. pers.: White and All Others(from 2003)	          	2003	A01	2016	A01
CXU980050LB0904M              	U	CUCHARS	TITLECU	980050	LB09	04	M	Number of Children under 18 by Race: Race of reference person: Asian(from 2003)	          	2003	A01	2016	A01
CXU980050LB0905M              	U	CUCHARS	TITLECU	980050	LB09	05	M	Number of Children under 18 by Race: Race of ref. person: Black or African American	          	1984	A01	2016	A01
CXU980050LB1001M              	U	CUCHARS	TITLECU	980050	LB10	01	M	Number of Children under 18 by Hispanic Origin: All Consumer Units	          	1984	A01	2016	A01
CXU980050LB1002M              	U	CUCHARS	TITLECU	980050	LB10	02	M	Number of Children under 18 by Hispanic Origin: Origin of reference person: Hispanic or Latino	          	1994	A01	2016	A01
CXU980050LB1003M              	U	CUCHARS	TITLECU	980050	LB10	03	M	Number of Children under 18 by Hispanic Origin: Origin of reference person: Not Hispanic or Latino	          	1994	A01	2016	A01
CXU980050LB1004M              	U	CUCHARS	TITLECU	980050	LB10	04	M	Number of Children under 18 by Hispanic Origin: Not Hispanic or Latino: White and All Other Races	          	2003	A01	2016	A01
CXU980050LB1005M              	U	CUCHARS	TITLECU	980050	LB10	05	M	Number of Children under 18 by Hispanic Origin: Not Hispanic or Latino: Black or African-American	          	2003	A01	2016	A01
CXU980050LB1101M              	U	CUCHARS	TITLECU	980050	LB11	01	M	Number of Children under 18 by Census Region: All Consumer Units	          	1984	A01	2016	A01
CXU980050LB1102M              	U	CUCHARS	TITLECU	980050	LB11	02	M	Number of Children under 18 by Census Region: Region of residence: northeast	          	1984	A01	2016	A01
CXU980050LB1103M              	U	CUCHARS	TITLECU	980050	LB11	03	M	Number of Children under 18 by Census Region: Region of residence: midwest	          	1984	A01	2016	A01
CXU980050LB1104M              	U	CUCHARS	TITLECU	980050	LB11	04	M	Number of Children under 18 by Census Region: Region of residence: south	          	1984	A01	2016	A01
CXU980050LB1105M              	U	CUCHARS	TITLECU	980050	LB11	05	M	Number of Children under 18 by Census Region: Region of residence: west	          	1984	A01	2016	A01
CXU980050LB1201M              	U	CUCHARS	TITLECU	980050	LB12	01	M	Number of Children under 18 by Occupation: All Consumer Units	          	1984	A01	2016	A01
CXU980050LB1202M              	U	CUCHARS	TITLECU	980050	LB12	02	M	Number of Children under 18 by Occupation: Self-employed workers	          	1984	A01	2016	A01
CXU980050LB1203M              	U	CUCHARS	TITLECU	980050	LB12	03	M	Number of Children under 18 by Occupation: Total wage and salary earners	          	1984	A01	2016	A01
CXU980050LB1204M              	U	CUCHARS	TITLECU	980050	LB12	04	M	Number of Children under 18 by Occupation: Wage & salary earners: managers and professionals	          	1984	A01	2016	A01
CXU980050LB1205M              	U	CUCHARS	TITLECU	980050	LB12	05	M	Number of Children under 18 by Occupation: Wage & salary: tech., sales, and clerical workers	          	1984	A01	2016	A01
CXU980050LB1206M              	U	CUCHARS	TITLECU	980050	LB12	06	M	Number of Children under 18 by Occupation: Wage & salary earners: service workers	          	1984	A01	2016	A01
CXU980050LB1207M              	U	CUCHARS	TITLECU	980050	LB12	07	M	Number of Children under 18 by Occupation: Wage & salary: construction workers & mechanics	          	1984	A01	2016	A01
CXU980050LB1208M              	U	CUCHARS	TITLECU	980050	LB12	08	M	Number of Children under 18 by Occupation: Wage & salary: Operators, fabricators & laborers	          	1984	A01	2016	A01
CXU980050LB1209M              	U	CUCHARS	TITLECU	980050	LB12	09	M	Number of Children under 18 by Occupation: Retired	          	1984	A01	2016	A01
CXU980050LB1210M              	U	CUCHARS	TITLECU	980050	LB12	10	M	Number of Children under 18 by Occupation: Occupation: all other, including not reporting	          	1984	A01	2016	A01
CXU980050LB1301M              	U	CUCHARS	TITLECU	980050	LB13	01	M	Number of Children under 18 by Education: All Consumer Units	          	1984	A01	2012	A01
CXU980050LB1302M              	U	CUCHARS	TITLECU	980050	LB13	02	M	Number of Children under 18 by Education: Total, less than college graduate	          	1996	A01	2012	A01
CXU980050LB1303M              	U	CUCHARS	TITLECU	980050	LB13	03	M	Number of Children under 18 by Education: Less than high school graduate	          	1995	A01	2012	A01
CXU980050LB1304M              	U	CUCHARS	TITLECU	980050	LB13	04	M	Number of Children under 18 by Education: High school graduate	          	1995	A01	2012	A01
CXU980050LB1305M              	U	CUCHARS	TITLECU	980050	LB13	05	M	Number of Children under 18 by Education: High school graduate with some college	          	1995	A01	2012	A01
CXU980050LB1306M              	U	CUCHARS	TITLECU	980050	LB13	06	M	Number of Children under 18 by Education: Associate degree	          	1996	A01	2012	A01
CXU980050LB1307M              	U	CUCHARS	TITLECU	980050	LB13	07	M	Number of Children under 18 by Education: Total, college graduate	          	1995	A01	2012	A01
CXU980050LB1308M              	U	CUCHARS	TITLECU	980050	LB13	08	M	Number of Children under 18 by Education: Bachelor's degree	          	1996	A01	2012	A01
CXU980050LB1309M              	U	CUCHARS	TITLECU	980050	LB13	09	M	Number of Children under 18 by Education: Master's, professional, doctorate	          	1996	A01	2012	A01
CXU980050LB1401M              	U	CUCHARS	TITLECU	980050	LB14	01	M	Number of Children under 18 by Highest Education: All Consumer Units	          	2012	A01	2016	A01
CXU980050LB1402M              	U	CUCHARS	TITLECU	980050	LB14	02	M	Number of Children under 18 by Highest Education: Less than college graduate: Total	          	2012	A01	2016	A01
CXU980050LB1403M              	U	CUCHARS	TITLECU	980050	LB14	03	M	Number of Children under 18 by Highest Education: Less than college graduate: Less than high school graduate	          	2012	A01	2016	A01
CXU980050LB1404M              	U	CUCHARS	TITLECU	980050	LB14	04	M	Number of Children under 18 by Highest Education: Less than college graduate: High school graduate	          	2012	A01	2016	A01
CXU980050LB1405M              	U	CUCHARS	TITLECU	980050	LB14	05	M	Number of Children under 18 by Highest Education: Less than college graduate: High schoo graduate with some college	          	2012	A01	2016	A01
CXU980050LB1406M              	U	CUCHARS	TITLECU	980050	LB14	06	M	Number of Children under 18 by Highest Education: Less than college graduate: Associate's degree	          	2012	A01	2016	A01
CXU980050LB1407M              	U	CUCHARS	TITLECU	980050	LB14	07	M	Number of Children under 18 by Highest Education: College graduate: Total	          	2012	A01	2016	A01
CXU980050LB1408M              	U	CUCHARS	TITLECU	980050	LB14	08	M	Number of Children under 18 by Highest Education: College graduate: Bachelor's degree	          	2012	A01	2016	A01
CXU980050LB1409M              	U	CUCHARS	TITLECU	980050	LB14	09	M	Number of Children under 18 by Highest Education: College graduate: Master's, professional, doctoral degree	          	2012	A01	2016	A01
CXU980050LB1501M              	U	CUCHARS	TITLECU	980050	LB15	01	M	Number of Children under 18 by Income Deciles: All consumer units	          	2015	A01	2016	A01
CXU980050LB1502M              	U	CUCHARS	TITLECU	980050	LB15	02	M	Number of Children under 18 by Income Deciles: Lowest 10 percent	          	2015	A01	2016	A01
CXU980050LB1503M              	U	CUCHARS	TITLECU	980050	LB15	03	M	Number of Children under 18 by Income Deciles: Second 10 percent	          	2015	A01	2016	A01
CXU980050LB1504M              	U	CUCHARS	TITLECU	980050	LB15	04	M	Number of Children under 18 by Income Deciles: Third 10 percent	          	2015	A01	2016	A01
CXU980050LB1505M              	U	CUCHARS	TITLECU	980050	LB15	05	M	Number of Children under 18 by Income Deciles: Fourth 10 percent	          	2015	A01	2016	A01
CXU980050LB1506M              	U	CUCHARS	TITLECU	980050	LB15	06	M	Number of Children under 18 by Income Deciles: Fifth 10 percent	          	2015	A01	2016	A01
CXU980050LB1507M              	U	CUCHARS	TITLECU	980050	LB15	07	M	Number of Children under 18 by Income Deciles: Sixth 10 percent	          	2015	A01	2016	A01
CXU980050LB1508M              	U	CUCHARS	TITLECU	980050	LB15	08	M	Number of Children under 18 by Income Deciles: Seventh 10 percent	          	2015	A01	2016	A01
